customer_id,age,gender,state,income_band,tenure_days,segment,orders_90d,orders_30d,avg_order_value,total_spend_90d,days_since_last_order,browse_sessions_30d,cart_abandon_rate,return_rate,refund_count_90d,discount_ratio,coupon_used_rate,delivery_delay_rate,late_delivery_count,failed_delivery_count,tickets_90d,avg_first_response_hours,email_open_rate,push_open_rate,loyalty_points_balance,app_rating,churn,customer_feedback_x,support_chat_excerpt_x,reason_for_low_activity_x,customer_feedback_y,support_chat_excerpt_y,reason_for_low_activity_y,customer_feedback,support_chat_excerpt,reason_for_low_activity
C100081,24,F,KL,T20,225,regular,3,1,54.23,173.54,39,16,0.287,0.13,0,0.17,0.03,0.391,0,0,1,23.93,0.328,0.169,206,3.9,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah belanja, tak pasal pulak.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah belanja, tak pasal pulak.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100082,27,M,KL,M40,214,new,1,0,35.43,36.92,67,10,0.277,0.032,0,0.341,0.229,0.054,0,0,0,5.1,0.33,0.0,13,4.7,0,,,,,,,,,
C100083,27,F,Johor,T20,578,loyal,7,2,36.49,220.47,6,25,0.456,0.091,1,0.422,0.738,0.075,0,0,0,10.21,0.683,0.127,73,4.7,0,,,,"Slightly disappointed with the delivery this time, took a bit longer than expected.  Still love the products though, but need faster shipping!","Customer: 'My refund hasn't been processed yet, can you check?' Agent: 'Absolutely, let me look into that for you right away.'",Refund processing delay,"Slightly disappointed with the delivery this time, took a bit longer than expected.  Still love the products though, but need faster shipping!","Customer: 'My refund hasn't been processed yet, can you check?' Agent: 'Absolutely, let me look into that for you right away.'",Refund processing delay
C100084,19,F,Selangor,B40,317,premium,6,2,91.55,502.26,13,21,0.432,0.232,2,0.544,0.398,0.199,3,0,1,6.61,0.589,0.303,423,4.7,0,,,,,,,,,
C100085,34,M,Selangor,M40,69,loyal,9,3,30.57,261.69,113,24,0.532,0.132,1,0.478,0.657,0.2,0,0,1,5.0,0.054,0.0,303,4.1,1,,,,,,,,,
C100086,26,F,Penang,M40,75,loyal,3,1,32.0,108.46,111,19,0.564,0.172,1,0.346,0.495,0.03,0,0,0,6.57,0.059,0.0,80,3.7,0,,,,"Sangat kecewa dengan delivery, lambat sangat!  Then the product itself wasn't quite what I expected, so I had to request a refund.  Hope things improve next time.",Customer: 'My order is still not here!  It was supposed to arrive weeks ago.'  Agent: 'I sincerely apologize for the delay. Let me check on the status for you.',Product quality issue & refund,"Sangat kecewa dengan delivery, lambat sangat!  Then the product itself wasn't quite what I expected, so I had to request a refund.  Hope things improve next time.",Customer: 'My order is still not here!  It was supposed to arrive weeks ago.'  Agent: 'I sincerely apologize for the delay. Let me check on the status for you.',Product quality issue & refund
C100087,30,F,Selangor,B40,350,regular,2,0,25.42,54.55,112,7,0.641,0.047,0,0.302,0.204,0.085,0,0,0,6.58,0.0,0.0,39,4.5,1,,,,,,,,,
C100088,34,F,Sabah,B40,213,new,1,0,26.16,27.68,31,13,0.479,0.059,0,0.516,0.765,0.224,0,0,0,7.72,0.33,0.477,14,4.2,0,,,,,,,,,
C100089,34,F,Terengganu,B40,717,loyal,5,3,68.85,367.95,72,17,0.547,0.094,0,0.43,0.488,0.101,0,1,0,9.11,0.0,0.299,231,4.4,0,,,,,,,,,
C100090,36,F,Johor,B40,716,regular,4,2,63.33,253.64,27,10,0.111,0.025,0,0.617,1.0,0.083,1,0,0,8.3,0.106,0.123,77,2.7,0,,,,,,,,,
C100091,29,M,Kelantan,B40,99,loyal,5,3,43.35,176.84,78,14,0.382,0.126,0,0.6,0.737,0.179,0,0,0,13.57,0.153,0.0,137,4.1,1,,,,,,,,,
C100092,26,M,Selangor,B40,262,new,2,1,43.31,76.26,58,15,0.492,0.197,1,0.356,0.544,0.031,0,0,0,,0.0,0.157,79,4.4,0,,,,,,,,,
C100093,29,M,Selangor,B40,76,regular,3,1,40.3,103.51,111,15,0.647,0.005,0,0.524,0.579,0.085,0,0,0,7.45,0.017,0.012,104,4.1,1,,,,,,,,,
C100094,18,M,Sarawak,M40,346,regular,3,1,26.65,66.01,43,19,0.323,0.001,0,0.131,0.464,0.218,0,0,1,6.58,0.216,0.052,46,3.9,0,,,,,,,,,
C100095,18,F,Sarawak,B40,633,regular,2,1,87.91,163.12,75,16,0.444,0.114,0,,0.009,0.067,0,0,0,6.69,0.041,0.062,113,4.0,1,,,,,,,,,
C100096,18,F,Pahang,B40,236,loyal,8,4,71.99,642.2,71,25,0.259,0.011,0,0.526,0.615,0.149,1,0,1,7.38,0.022,0.31,584,3.3,0,,,,,,,,,
C100097,21,M,Selangor,,152,premium,3,1,59.53,151.1,92,19,0.98,0.031,0,0.513,0.893,0.104,0,0,0,5.5,0.216,0.028,173,4.7,0,,,,,,,,,
C100098,34,F,Sarawak,B40,281,regular,2,1,29.98,50.64,6,15,0.399,0.241,0,0.244,0.172,0.095,0,0,0,3.49,0.39,0.261,49,3.9,1,,,,,,,,,
C100099,22,M,Johor,B40,396,regular,1,0,37.39,31.77,55,6,0.504,0.042,0,0.094,0.333,0.098,0,0,0,3.77,0.016,0.503,24,2.3,1,,,,"Sangat kecewa dengan order saya. Dah lama sangat tak ada update, macam hilang je barang saya.  Maybe next time check delivery better lah.","Customer: Where's my order? It's been ages!
Agent: I'm so sorry for the delay, let me check on that for you.",Delivery delay,"Sangat kecewa dengan order saya. Dah lama sangat tak ada update, macam hilang je barang saya.  Maybe next time check delivery better lah.","Customer: Where's my order? It's been ages!
Agent: I'm so sorry for the delay, let me check on that for you.",Delivery delay
C100100,27,M,KL,B40,398,new,1,0,28.57,25.94,54,9,0.579,0.176,0,0.859,1.0,0.117,1,0,0,10.4,0.02,0.249,29,3.6,1,,,,"Sangat kecewa dengan poslaju, lambat sangat!  Takde pulak notification pasal delivery.  Need to improve this, seriously.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Late delivery issue,"Sangat kecewa dengan poslaju, lambat sangat!  Takde pulak notification pasal delivery.  Need to improve this, seriously.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Late delivery issue
C100101,42,F,Selangor,B40,154,regular,2,1,41.85,73.73,26,16,0.434,0.066,0,0.261,0.763,0.086,0,0,0,10.75,0.195,0.31,88,3.6,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb dia slow sikit.  Hope next time better!","Customer:  My order still hasn't arrived!  It was supposed to be here last week.
Agent:  I'm so sorry for the delay, sir. Let me check on the status for you.",Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb dia slow sikit.  Hope next time better!","Customer:  My order still hasn't arrived!  It was supposed to be here last week.
Agent:  I'm so sorry for the delay, sir. Let me check on the status for you.",Delivery delay
C100102,27,F,Terengganu,B40,125,regular,1,0,45.08,36.32,96,8,0.494,0.081,0,0.341,0.074,0.027,0,0,0,8.69,0.0,0.0,34,3.9,1,,,,,,,,,
C100103,37,F,Selangor,B40,252,regular,4,2,35.9,130.76,97,18,0.383,0.123,0,,0.379,0.0,0,0,0,6.55,0.416,0.0,146,3.6,0,,,,,,,,,
C100104,22,F,Pahang,B40,162,regular,5,2,24.31,145.68,9,17,0.138,0.13,1,,0.248,0.08,0,0,1,6.54,0.458,0.515,167,4.0,0,,,,,,,,,
C100105,28,F,Perak,T20,478,regular,4,2,85.3,318.88,82,21,0.311,0.03,0,0.424,0.304,0.072,1,0,1,4.52,0.189,0.0,259,4.1,1,,,,,,,,,
C100106,21,F,Sarawak,T20,161,regular,8,1,43.95,310.99,102,9,0.759,0.121,1,0.555,0.582,0.131,1,0,1,6.13,0.0,0.023,176,3.4,1,,,,,,,,,
C100107,27,M,Sarawak,B40,223,loyal,3,1,52.2,156.33,34,18,0.677,0.0,0,0.579,0.472,0.19,0,0,1,5.92,0.538,0.319,150,4.1,1,,,,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It's been ages!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It's been ages!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100108,38,M,Pahang,B40,276,new,3,2,31.4,84.0,75,9,0.643,0.091,0,0.185,0.402,0.257,0,0,0,3.64,0.0,0.129,38,4.6,1,,,,,,,,,
C100109,18,M,Selangor,B40,58,regular,2,1,23.41,47.94,73,13,0.374,0.024,0,0.119,0.459,0.268,0,0,0,8.24,0.0,0.005,29,3.9,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100110,34,F,Selangor,M40,134,loyal,4,2,43.21,165.97,0,22,0.409,0.268,1,0.146,0.374,0.027,0,0,0,5.11,0.532,0.39,109,4.6,1,,,,,,,,,
C100111,32,F,Perak,M40,697,loyal,2,1,39.73,92.07,95,20,0.627,0.076,0,0.373,0.421,0.055,0,0,1,8.34,0.039,0.199,98,5.0,1,,,,"Sangat disappointed lah dengan delivery, took so long!  I really wanted to buy this item sooner, but it's too late now.","Customer:  My order is still not here!  It was supposed to arrive weeks ago.
Agent:  I apologize for the delay, let me check on the status for you.",Delivery delay,"Sangat disappointed lah dengan delivery, took so long!  I really wanted to buy this item sooner, but it's too late now.","Customer:  My order is still not here!  It was supposed to arrive weeks ago.
Agent:  I apologize for the delay, let me check on the status for you.",Delivery delay
C100112,25,F,KL,B40,385,loyal,4,2,57.03,267.17,90,18,0.772,0.021,0,0.439,0.533,0.037,0,0,0,3.53,0.091,0.0,184,3.4,1,,,,,,,,,
C100113,18,F,Selangor,B40,159,new,1,0,49.99,54.25,32,9,0.754,0.067,0,0.223,0.515,0.108,0,0,0,9.91,0.102,0.318,47,4.3,0,,,,"Sangat kecewa dengan tak ada order baru.  Maybe kalau ada promo lagi, saya akan belanja lagi lah.  Shipping also a bit slow, I think.","Customer: Hi, I haven't ordered anything in a while.  Agent: Sorry to hear that!  Is there anything we can do to help you get started?",lack of promotions,"Sangat kecewa dengan tak ada order baru.  Maybe kalau ada promo lagi, saya akan belanja lagi lah.  Shipping also a bit slow, I think.","Customer: Hi, I haven't ordered anything in a while.  Agent: Sorry to hear that!  Is there anything we can do to help you get started?",lack of promotions
C100114,31,M,Selangor,B40,347,regular,5,1,52.87,234.29,36,18,0.323,0.106,0,0.388,0.511,0.051,0,0,0,9.16,0.331,0.433,253,,1,,,,,,,,,
C100115,25,F,KL,M40,473,loyal,2,1,62.88,124.45,91,17,0.392,0.034,0,0.395,0.414,0.102,0,0,2,7.32,0.0,0.09,53,4.1,1,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to improve delivery service!",Customer: My order is still not here!  It's been ages.,Long delivery time,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to improve delivery service!",Customer: My order is still not here!  It's been ages.,Long delivery time,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to improve delivery service!",Customer: My order is still not here!  It's been ages.,Long delivery time
C100116,32,F,Selangor,T20,179,regular,6,2,76.04,420.73,92,12,0.572,0.165,0,0.142,0.137,0.22,1,0,1,15.48,0.112,0.095,382,3.4,1,,,,,,,,,
C100117,30,M,Selangor,B40,372,regular,2,1,46.36,103.78,7,19,0.256,0.037,0,0.638,0.808,0.133,0,0,0,7.1,0.596,0.155,94,4.4,0,,,,,,,,,
C100118,44,F,Kelantan,M40,337,premium,6,2,77.25,376.21,39,18,0.305,0.094,0,0.48,0.562,0.065,2,0,0,7.91,0.428,0.589,299,3.8,0,,,,,,,,,
C100119,28,F,KL,B40,77,new,4,1,43.27,184.33,74,10,0.477,0.079,0,0.202,0.119,0.159,0,0,0,3.38,0.072,0.023,206,3.2,0,,,,,,,,,
C100120,21,F,Terengganu,M40,180,loyal,4,2,22.88,85.05,15,11,0.418,0.266,1,0.241,0.257,0.22,0,0,1,5.8,0.812,0.024,66,3.9,0,,,,,,,,,
C100121,32,M,Terengganu,T20,588,loyal,6,2,42.15,250.98,115,21,0.432,0.063,0,0.538,1.0,0.166,1,0,0,5.34,0.0,0.168,111,3.2,1,,,,,,,,,
C100122,32,M,Selangor,B40,684,new,2,1,26.87,49.94,25,12,0.328,0.233,0,0.343,0.432,0.007,0,0,0,,0.149,0.0,45,3.0,0,,,,,,,,,
C100123,42,F,Sarawak,B40,387,loyal,2,1,48.25,91.28,101,18,0.709,0.003,0,0.648,0.828,0.05,0,0,2,13.56,0.125,0.0,62,4.6,1,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay
C100124,38,M,Perak,M40,130,regular,3,1,30.67,98.43,6,9,0.561,0.097,0,0.628,0.522,0.175,1,0,3,7.96,0.195,0.644,117,2.2,0,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery
C100125,33,M,Sabah,B40,20,loyal,4,2,55.0,228.4,101,25,0.594,0.006,0,0.405,0.306,0.056,0,0,1,8.85,0.081,0.0,236,,0,,,,,,,,,
C100126,43,M,Selangor,M40,116,loyal,3,2,62.72,168.9,2,27,0.231,0.14,0,0.336,0.501,0.112,0,0,0,11.34,0.625,0.327,71,4.5,0,,,,"Slightly disappointed with the delay, but overall still happy with the shop.  Shipping needs to be faster, maybe?","Customer: 'My order is taking so long!  Where is it?'
Agent: 'I'm so sorry for the delay, let me check on that for you right away.'",Delivery delay,"Slightly disappointed with the delay, but overall still happy with the shop.  Shipping needs to be faster, maybe?","Customer: 'My order is taking so long!  Where is it?'
Agent: 'I'm so sorry for the delay, let me check on that for you right away.'",Delivery delay
C100127,19,F,Selangor,B40,67,loyal,4,2,67.8,221.69,79,20,0.439,0.108,0,0.151,0.1,0.06,0,0,0,6.23,0.329,0.104,141,5.0,0,,,,,,,,,
C100128,24,F,Selangor,M40,616,new,0,0,64.16,0.0,43,12,0.16,0.121,0,0.263,0.293,0.192,0,0,0,3.56,0.536,0.361,0,5.0,0,,,,"Sangat disappointed lah, order dah lama sgt dtg, takde apa2.  Maybe next time try another shop.",Customer: My order is still not here!  It's been ages.,Long delivery time,"Sangat disappointed lah, order dah lama sgt dtg, takde apa2.  Maybe next time try another shop.",Customer: My order is still not here!  It's been ages.,Long delivery time
C100129,22,M,Perak,B40,37,loyal,3,1,24.75,74.02,55,17,0.256,0.052,0,0.233,0.0,0.027,0,0,0,10.54,0.006,0.118,82,4.9,0,,,,"Slightly disappointed, the delivery took a while.  Still like the shop though, just need faster shipping next time!  Terus, takde masalah lah.","Customer: Hi, my order still hasn't arrived.  Agent:  I'm so sorry for the delay, let me check on that for you.",Long time since last order,"Slightly disappointed, the delivery took a while.  Still like the shop though, just need faster shipping next time!  Terus, takde masalah lah.","Customer: Hi, my order still hasn't arrived.  Agent:  I'm so sorry for the delay, let me check on that for you.",Long time since last order
C100130,26,F,Terengganu,B40,79,premium,4,2,34.56,144.81,9,21,0.478,0.003,0,0.348,0.655,0.112,0,0,0,9.14,0.156,0.295,47,3.8,0,,,,,,,,,
C100131,18,M,Sabah,B40,248,regular,5,2,112.7,560.91,79,12,0.632,0.175,0,0.493,0.473,0.21,1,0,1,9.35,0.0,0.0,372,3.5,0,,,,,,,,,
C100132,36,M,Sarawak,B40,211,regular,3,1,57.59,180.99,73,10,0.353,0.01,0,,0.524,0.065,0,0,0,11.94,0.109,0.455,88,4.2,1,,,,,,,,,
C100133,28,F,Terengganu,B40,569,new,6,1,39.38,248.28,37,7,0.41,0.045,0,,0.0,0.067,0,0,1,13.24,0.316,0.49,176,4.7,0,,,,,,,,,
C100134,18,M,Sabah,M40,323,loyal,7,3,44.99,253.84,50,17,0.38,0.218,2,0.361,0.338,0.25,0,0,1,10.88,0.285,0.028,257,5.0,1,,,,,,,,,
C100135,21,M,Selangor,B40,190,new,1,1,35.69,36.16,65,5,0.229,0.059,0,0.375,0.296,0.132,0,0,1,4.91,0.0,0.0,12,3.3,0,,,,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay
C100136,33,M,Kelantan,B40,484,regular,3,2,20.56,61.73,82,10,0.505,0.015,0,0.341,0.33,0.214,0,0,0,3.47,0.136,0.17,33,4.7,1,,,,,,,,,
C100137,38,F,Johor,B40,155,premium,2,1,40.13,67.28,64,21,0.612,0.091,0,0.625,0.721,0.217,0,0,0,8.8,0.248,0.326,71,4.1,1,,,,,,,,,
C100138,48,M,Selangor,B40,599,premium,6,2,50.56,333.2,3,30,0.35,0.083,1,0.281,0.215,0.218,1,0,1,8.43,0.35,0.455,188,4.0,0,,,,,,,,,
C100139,56,F,Penang,M40,103,premium,8,4,40.93,292.84,65,21,0.785,0.001,0,0.425,0.247,0.167,1,0,0,7.93,0.353,0.213,169,4.5,0,,,,,,,,,
C100140,34,M,Terengganu,T20,206,regular,1,0,32.96,27.09,41,18,0.345,0.223,0,0.31,0.692,0.11,0,0,2,18.81,0.0,0.054,15,2.2,1,,,,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been so long.,Delivery delay,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been so long.,Delivery delay
C100141,21,M,KL,B40,25,new,1,0,89.14,99.95,49,8,0.472,0.068,0,0.435,0.369,0.229,0,0,0,11.69,0.009,0.057,91,4.1,1,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery. ",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery. ",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery. ",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay
C100142,18,M,Penang,M40,401,regular,3,1,37.04,127.35,44,17,0.399,0.09,0,0.652,0.863,0.311,2,0,1,7.54,0.158,0.137,140,3.0,1,,,,,,,,,
C100143,32,F,Selangor,M40,238,new,1,1,40.12,35.96,40,17,0.342,0.036,0,0.434,0.463,0.204,0,0,0,5.11,0.157,0.217,23,4.6,0,,,,,,,,,
C100144,23,F,Selangor,T20,601,loyal,6,1,48.43,312.38,26,20,0.196,0.08,1,0.23,0.345,0.069,0,1,0,10.2,0.203,0.07,367,4.3,0,,,,,,,,,
C100145,26,F,Selangor,B40,175,regular,1,0,49.72,39.87,39,14,0.366,0.034,0,0.364,0.255,0.072,1,0,0,9.31,0.123,0.041,17,5.0,0,,,,,,,,,
C100146,24,F,Sarawak,B40,57,regular,2,1,34.22,74.49,84,17,0.629,0.059,0,0.386,0.973,0.054,0,0,0,6.64,0.363,0.182,81,5.0,0,,,,,,,,,
C100147,29,F,Kelantan,B40,294,new,2,1,56.32,111.05,24,14,0.614,0.16,0,0.243,0.202,0.038,0,0,1,2.68,0.324,0.189,69,3.6,1,,,,"Slightly disappointed with the delivery, took a bit longer than expected.  Still, the product was okay, but maybe a little pricey for what it is.","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected.  Still, the product was okay, but maybe a little pricey for what it is.","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100148,40,M,Selangor,M40,137,regular,4,2,47.24,211.07,91,11,0.597,0.278,0,0.485,0.543,0.08,0,0,0,4.58,0.329,0.113,95,4.3,1,,,,,,,,,
C100149,31,F,KL,M40,362,loyal,7,1,28.35,189.96,52,19,0.784,0.02,0,0.45,0.756,0.118,1,0,1,12.09,0.034,0.307,173,5.0,0,,,,,,,,,
C100150,29,M,Selangor,B40,105,loyal,3,1,42.85,120.89,72,23,0.501,0.088,0,0.327,0.448,0.122,0,0,0,3.87,0.365,0.089,64,4.4,0,,,,,,,,,
